Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Y Li, Y Meng, T Huang","Research on Courses Network Analysis and Multimodal Knowledge Graph Construction of New Business Discipline Professional Group",2025,"2025 9th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11451721/","",36,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,3,1,"… to conduct an indepth analysis using social network analysis.Social Network Analysis(SNA) is a … In this paper, we utilize the Social Network Analysis method and the Gephi 0.10.1 tool to …","","https://scholar.google.com/scholar?q=related:dxzNvxzSgYMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"M Chen, S Hu, S Cai","Online public opinion evolution research based on knowledge graph",2023,"… on Cloud Computing and Big Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10154836/","https://scholar.google.com/scholar?cites=14333154753639333155&as_sdt=2005&sciodt=2007&hl=en",37,"2026-07-07 10:25:49","","","",,,,,,2,0.67,1,3,3,"… public opinion analysis method based on knowledge graph is proposed. We construct the … ; to study the participating subjects by social network analysis to explore the role of each …","","https://scholar.google.com/scholar?q=related:I71f4U6Y6cYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
10,"S Xu, S Liu, C Jing, S Li","Event knowledge graph: A review based on scientometric analysis",2023,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/13/22/12338","https://scholar.google.com/scholar?cites=13022556720520080112&as_sdt=2005&sciodt=2007&hl=en",38,"2026-07-07 10:25:49","HTML","","",,,,,,10,3.33,3,4,3,"… event knowledge graph … knowledge graph construction, we mainly focused on providing the general background knowledge concerning textual data analysis for event knowledge graph …","https://www.mdpi.com/2076-3417/13/22/12338","https://scholar.google.com/scholar?q=related:8Kr5QVdqubQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
8,"K Fahd, Y Miao, SJ Miah, S Venkatraman…","Knowledge graph model development for knowledge discovery in dementia research using cognitive scripting and next-generation graph-based database: a …",2022,"Social Network Analysis …","Springer","https://link.springer.com/article/10.1007/s13278-022-00894-9","https://scholar.google.com/scholar?cites=580473272114930979&as_sdt=2005&sciodt=2007&hl=en",39,"2026-07-07 10:25:49","HTML","10.1007/s13278-022-00894-9","",,,,,,8,2.00,2,5,4,"… (2018) proposed a text to knowledge graph (T2KG) framework, which automatically creates a knowledge map from unstructured text. T2KG creates the knowledge graph by using entity …","https://link.springer.com/article/10.1007/s13278-022-00894-9","https://scholar.google.com/scholar?q=related:I-UEkl1BDggJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
108,"M Mayank, S Sharma, R Sharma","DEAP-FAKED: Knowledge graph based approach for fake news detection",2022,"2022 IEEE/ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10068653/","https://scholar.google.com/scholar?cites=3492947420694211502&as_sdt=2005&sciodt=2007&hl=en",40,"2026-07-07 10:25:49","","","",,,,,,108,27.00,36,3,4,"… In this work, we exploit a Knowledge Graph-based (KG) framework for detecting Fake News articles, a specific category of misinformation. KGs are the integrated graphstructured …","https://arxiv.org/pdf/2107.10648","https://scholar.google.com/scholar?q=related:rmuYNSxxeTAJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"C Zhan, Y Zhou, Y Huang","Research on Emerging Technology Identification Methods Based on a Knowledge Graph of High-Value Patents",2026,"Big Data and Cognitive Computing","mdpi.com","https://www.mdpi.com/2504-2289/10/2/40","",41,"2026-07-07 10:25:49","HTML","","",,,,,,0,0.00,0,3,1,"… Knowledge Graph with Social Network Analysis, aiming to systematically uncover the semantic and structural relationships embedded in patent data and to support national efforts to …","https://www.mdpi.com/2504-2289/10/2/40","https://scholar.google.com/scholar?q=related:V1KzDOLyJJcJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
18,"CSG Khoo, EAL Tan, SG Ng, CF Chan…","Knowledge graph visualization interface for digital heritage collections",2024,"Information …","dr.ntu.edu.sg","https://dr.ntu.edu.sg/entities/publication/9aa20e67-9a52-494f-b5c5-4e313e1a9a2c","https://scholar.google.com/scholar?cites=17442920241121227893&as_sdt=2005&sciodt=2007&hl=en",42,"2026-07-07 10:25:49","","","",,,,,,18,9.00,4,5,2,"… knowledge graph … knowledge graph with social network analysis. Logical reasoning to infer new information (ie, new nodes, links, or properties) can be performed on a knowledge graph…","https://dr.ntu.edu.sg/bitstreams/cc25038c-8e79-4ed2-8538-047d869c0acf/download","https://scholar.google.com/scholar?q=related:dXSA8YqzEfIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
17,"VC Chian, M Hildebrandt, T Runkler…","Learning through structure: towards deep neuromorphic knowledge graph embeddings",2021,"2021 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9607968/","https://scholar.google.com/scholar?cites=10977399265209983245&as_sdt=2005&sciodt=2007&hl=en",43,"2026-07-07 10:25:49","","","",,,,,,17,3.40,4,4,5,"… synthetization to social network analysis and recommender … learning architectures for knowledge graph reasoning to … neural network with shallow knowledge graph embedding models. …","https://arxiv.org/pdf/2109.10376","https://scholar.google.com/scholar?q=related:DaF5kHiOV5gJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"TLT Nguyen, NQ Le, TT Pham, MV Tran","Knowledge Graph Enrichment and Reasoning for Nobel Laureates",2025,"arXiv preprint arXiv:2512.09707","arxiv.org","https://arxiv.org/abs/2512.09707","",44,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,4,1,"… for constructing an enriched Nobel knowledge graph. By implementing an automated pipeline … , we conduct a comprehensive social network analysis to characterize the topology of the …","https://arxiv.org/pdf/2512.09707","https://scholar.google.com/scholar?q=related:emKdqcXUf3AJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"S Fu, P Mai, Z Jingqi, Y Pang","Utilizing language models for synthetic knowledge graph generation",2025,"ICLR 2025 Workshop on Navigating …","openreview.net","https://openreview.net/forum?noteId=IutH9tRtMI","https://scholar.google.com/scholar?cites=3439579982564195621&as_sdt=2005&sciodt=2007&hl=en",45,"2026-07-07 10:25:49","","","",,,,,,1,1.00,0,4,1,"… proven beneficial in domains such as social network analysis and recommendation systems. … a novel framework for synthetic knowledge graph generation. Our framework integrates two …","https://openreview.net/pdf?id=IutH9tRtMI","https://scholar.google.com/scholar?q=related:JX1IPcXXuy8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
45,"S Sivasankari, G Vadivu","Tracing the fake news propagation path using social network analysis",2022,"Soft Computing","Springer","https://link.springer.com/article/10.1007/s00500-021-06043-2","https://scholar.google.com/scholar?cites=16085741541262228297&as_sdt=2005&sciodt=2007&hl=en",46,"2026-07-07 10:25:49","","10.1007/s00500-021-06043-2","",,,,,,45,11.25,23,2,4,"… The knowledge graph will be represented as a triplet in the … from subject to object within the knowledge graph. Here, the facts … Comparing with knowledge graph may not give accurate …","","https://scholar.google.com/scholar?q=related:Sfuts7QIPN8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"L Li, H Tu, Z Tao, C Bu, X Wu","Probabilistic graph pattern matching via tumor knowledge graph",2025,"ACM Transactions on Probabilistic …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3685054","https://scholar.google.com/scholar?cites=6783993521642078285&as_sdt=2005&sciodt=2007&hl=en",47,"2026-07-07 10:25:49","","10.1145/3685054","",,,,,,3,3.00,1,5,1,"… largely centered on social network analysis or enhancing the … specifically modified for the Tumor Knowledge Graph (TKG). We … for the Tumor Knowledge Graph. Through experimental …","https://dl.acm.org/doi/pdf/10.1145/3685054","https://scholar.google.com/scholar?q=related:TQAHMCqWJV4J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"L Zeng, Q You, J Lu, S Liu, W Sun, R Zhao…","KBQA: accelerate fuzzy path query on knowledge graph",2023,"… Conference on Database …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-39847-6_37","https://scholar.google.com/scholar?cites=12799642414406976786&as_sdt=2005&sciodt=2007&hl=en",48,"2026-07-07 10:25:49","","10.1007/978-3-031-39847-6_37","",,,,,,2,0.67,0,7,3,"… Fuzzy path query is widely used to find the deep association of entities in many real-world applications such as knowledge graph answering and social network analysis. However, …","","https://scholar.google.com/scholar?q=related:EkXA4vV2obEJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"A Christou","Improving Knowledge Graph Understanding with Contextual Views",2024,"","rave.ohiolink.edu","https://rave.ohiolink.edu/etdc/view?acc_num=wright1715878159408301","https://scholar.google.com/scholar?cites=1480770164284276061&as_sdt=2005&sciodt=2007&hl=en",49,"2026-07-07 10:25:49","","","",,,,,,2,1.00,2,1,2,"… Applications for KG exploration span many use-cases: social network analysis, corporate … of articles to have a deeper grasp of knowledge graph analysis and navigation. Each source …","https://etd.ohiolink.edu/acprod/odb_etd/ws/send_file/send?accession=wright1715878159408301&disposition=inline","https://scholar.google.com/scholar?q=related:XT0pdJ7AjBQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
8,"Z Chen, L Zhang, N Wang, Q Wang, Y Cao…","RETRACTED: Optimizing flood disaster management: unraveling the role of social organizations in China's GBA through social network analysis",2024,"Frontiers in Energy …","frontiersin.org","https://www.frontiersin.org/journals/energy-research/articles/10.3389/fenrg.2024.1386032/full","https://scholar.google.com/scholar?cites=14039201252742826703&as_sdt=2005&sciodt=2007&hl=en",50,"2026-07-07 10:25:49","HTML","10.3389/fenrg.2024.1386032","",,,,,,8,4.00,1,6,2,"… Leveraging the global knowledge graph, we analyzed social media data and news reports to identify the pivotal roles and interactions of various social organization types in flood …","https://www.frontiersin.org/journals/energy-research/articles/10.3389/fenrg.2024.1386032/full","https://scholar.google.com/scholar?q=related:z4r0DyhD1cIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"N Agarwal","Knowledge Graph Embedding for Topical and Entity Classification in Multi-Source Social Network Data.",2023,"Proceedings of the IEEE/ACM International Conference …","par.nsf.gov","https://par.nsf.gov/servlets/purl/10497339","",51,"2026-07-07 10:25:49","PDF","","",,,,,,0,0.00,0,1,3,"… sources and knowledge graph embedding for social network analysis were considered. … used for knowledge graph embedding. We stored the constructed knowledge graph from the …","https://par.nsf.gov/servlets/purl/10497339","https://scholar.google.com/scholar?q=related:oVdvkEww0yIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"O Khaled, S Habib, D Adeeb, A Alselwi","Enhancing knowledge graph embeddings for improved link prediction using graph neural networks",2026,"Knowledge and Information …","Springer","https://link.springer.com/article/10.1007/s10115-025-02619-8","https://scholar.google.com/scholar?cites=12798418945942376145&as_sdt=2005&sciodt=2007&hl=en",52,"2026-07-07 10:25:49","","10.1007/s10115-025-02619-8","",,,,,,1,1.00,0,4,1,"… Knowledge graph link prediction is a central problem of various fields, including recommendation engines, social network analysis, and the analysis of how scholarly references can be …","","https://scholar.google.com/scholar?q=related:0U6G7zgenbEJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"S Li, T Xu, Y Liu, L Yang","Construction of Social Community Knowledge Graph from Wikipedia",2022,"2022 IEEE 24th Int Conf on High …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10074967/","https://scholar.google.com/scholar?cites=13031201329203167111&as_sdt=2005&sciodt=2007&hl=en",53,"2026-07-07 10:25:49","","","",,,,,,1,0.25,0,4,4,"… CONCLUSION To meet the needs of data-driven social network analysis, this work takes data from Wikipedia and creates a social community knowledge graph. In this paper, we …","","https://scholar.google.com/scholar?q=related:h7_AD5Eg2LQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
6,"Z Cheng, S Li, Y Xin, B Chen, T Zhong…","Precision through progression: Empowering temporal knowledge graph reasoning with knowledge-guided chain of thought",2025,"Knowledge-Based Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S095070512501487X","https://scholar.google.com/scholar?cites=7177308499161541465&as_sdt=2005&sciodt=2007&hl=en",54,"2026-07-07 10:25:49","","","",,,,,,6,6.00,1,6,1,"Temporal Knowledge Graphs (TKGs) have emerged as a powerful paradigm for event forecasting, owing to their ability to dynamically represent the evolving relationships between …","","https://scholar.google.com/scholar?q=related:WWvqjw3smmMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"Y Zhu, Z Li","Dynamic graph with knowledge graph embeddings for blockchain anomaly detection",2026,"International Journal of Machine Learning and …","Springer","https://link.springer.com/article/10.1007/s13042-026-03135-z","",55,"2026-07-07 10:25:49","","10.1007/s13042-026-03135-z","",,,,,,0,0.00,0,2,1,"… These attributes underscore its potential applicability to other domains requiring robust anomaly detection in large-scale and evolving graph structures, such as social network analysis …","","https://scholar.google.com/scholar?q=related:rQzNzbQFjiwJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
4,"F Lu, H Qin, Q Qi","Edge-enabled anomaly detection and information completion for social network knowledge graphs",2024,"Wireless Networks","Springer","https://link.springer.com/article/10.1007/s11276-024-03671-y","https://scholar.google.com/scholar?cites=2113699767998513530&as_sdt=2005&sciodt=2007&hl=en",56,"2026-07-07 10:25:49","","10.1007/s11276-024-03671-y","",,,,,,4,2.00,1,3,2,"… This paper applies a knowledge graph-based social network analysis method within the context of public safety, utilizing an edge architecture. The primary contributions of this paper …","https://arxiv.org/pdf/2401.07022","https://scholar.google.com/scholar?q=related:eoFgeb1eVR0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"FV Buschmann, Z Du, D Bader","Enhanced Knowledge Graph Attention Networks for Efficient Graph Learning",2024,"2024 IEEE High Performance …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10938526/","",57,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,3,2,"… Abstract—This paper presents an innovative design for Enhanced Knowledge Graph … social network analysis to biomedical data interpretation and real-time big data processing. …","https://par.nsf.gov/servlets/purl/10561973","https://scholar.google.com/scholar?q=related:29xN1bTGMigJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
16,"W Chansanam, Y Jaroenruen…","Culture knowledge graph construction techniques",2022,"Education for …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3233/EFI-220028","https://scholar.google.com/scholar?cites=11869137184825712878&as_sdt=2005&sciodt=2007&hl=en",58,"2026-07-07 10:25:49","","10.3233/EFI-220028","",,,,,,16,4.00,5,3,4,"… Thai cultural knowledge graph, … , a knowledge graph was created, knowledge bases were stored in the Neo4j Desktop, and the quality and performance of the created knowledge graph …","https://www.researchgate.net/profile/Wirapong-Chansanam/publication/363242794_Culture_knowledge_graph_construction_techniques/links/6495abb9b9ed6874a5cfae2c/Culture-knowledge-graph-construction-techniques.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","https://scholar.google.com/scholar?q=related:7qDqW2Klt6QJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
12,"Y Cui, S Yao, J Wu, M Lv","Linking past insights with contemporary understanding: an ontological and knowledge graph approach to the transmission of ancient Chinese classics",2024,"Heritage Science","nature.com","https://www.nature.com/articles/s40494-024-01504-x","https://scholar.google.com/scholar?cites=10442139657935057070&as_sdt=2005&sciodt=2007&hl=en",59,"2026-07-07 10:25:49","HTML","","",,,,,,12,6.00,3,4,2,"… This item is calculated using algorithms based on social network analysis. First, utilizing ClaOnto and the knowledge graph, we generate a graphical network. In this network, each …","https://www.nature.com/articles/s40494-024-01504-x","https://scholar.google.com/scholar?q=related:rvA8rrHu6ZAJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
4,"A Hu, H Chen","Data visualization analysis of knowledge graph application",2021,"2021 2nd International Conference on Artificial …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3469213.3472783","https://scholar.google.com/scholar?cites=4275381258184512936&as_sdt=2005&sciodt=2007&hl=en",60,"2026-07-07 10:25:49","","10.1145/3469213.3472783","",,,,,,4,0.80,2,2,5,"… From 2010 to 2014, I focused on social network analysis, innovation, functional connectivity, semantic similarity, network analysis, text, architecture, feature selection, directed graph, …","https://dl.acm.org/doi/pdf/10.1145/3469213.3472783","https://scholar.google.com/scholar?q=related:qFVzNZo0VTsJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"W Fu, Y Zhang, Q Zhang, C Zuo","Knowledge-Graph-Based Analysis of the Semiconductor Equipment Industrial Chain",2026,"Information","mdpi.com","https://www.mdpi.com/2078-2489/17/6/551","",61,"2026-07-07 10:25:49","HTML","","",,,,,,0,0.00,0,4,1,"","https://www.mdpi.com/2078-2489/17/6/551","https://scholar.google.com/scholar?q=related:ZtP-zameBrYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
21,"A Akinnubi, M Alassad, N Agarwal, R Amure","Identifying contextualized focal structures in multisource social networks by leveraging knowledge graphs",2023,"International conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-53472-0_2","https://scholar.google.com/scholar?cites=4147192988162609428&as_sdt=2005&sciodt=2007&hl=en",62,"2026-07-07 10:25:49","","10.1007/978-3-031-53472-0_2","",,,,,,21,7.00,5,4,3,"… in establishing context for a social network analysis. … knowledge graph construction and contextual focal structures. In [17] and [8] the authors proposed a topic model knowledge graph …","","https://scholar.google.com/scholar?q=related:FFFsygzKjTkJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
12,"X He, X Ke","Research summary of recommendation system based on knowledge graph",2021,"Proceedings of the 2021 3rd International Conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3468920.3468935","https://scholar.google.com/scholar?cites=2994975389846303905&as_sdt=2005&sciodt=2007&hl=en",63,"2026-07-07 10:25:49","","10.1145/3468920.3468935","",,,,,,12,2.40,6,2,5,"… Using the co-occurrence analysis methods of scientometrics, cluster analysis, factor analysis, multi-dimensional scale analysis and social network analysis technology, the research …","https://dl.acm.org/doi/pdf/10.1145/3468920.3468935","https://scholar.google.com/scholar?q=related:oXTTvj9KkCkJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"G Li","Research and judgement method of social network hot news public opinion based on knowledge graph",2024,"International Journal of Web Based Communities","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJWBC.2024.136673","",64,"2026-07-07 10:25:49","","10.1504/IJWBC.2024.136673","",,,,,,0,0.00,0,1,2,"… opinion, but it integrates knowledge graph into the research, … , the construction of the knowledge graph focuses more on the … Therefore, this paper proposes a knowledge graph-based …","","https://scholar.google.com/scholar?q=related:p1YlSeyYv6gJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
15,"C Wang, S Xu","Construction of the evaluation index system of physical education teaching in colleges and universities based on scientific knowledge graph",2022,"Mobile Information Systems","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/4225081","https://scholar.google.com/scholar?cites=12142036147254610462&as_sdt=2005&sciodt=2007&hl=en",65,"2026-07-07 10:25:49","","10.1155/2022/4225081","",,,,,,15,3.75,8,2,4,"… theory that the brain is a knowledge graph that will fill in the … knowledge graph is the calculation of node centrality. The sweetness centrality calculation method in social network analysis …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/4225081","https://scholar.google.com/scholar?q=related:HkoQb4stgagJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"HW Lee, SB Lee, J Kim","Development of Crawling and Knowledge Graph Technologies for Tracking Organized Sexual Offenses on Social Media X",2025,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/15/1/162","https://scholar.google.com/scholar?cites=11322112319422996034&as_sdt=2005&sciodt=2007&hl=en",66,"2026-07-07 10:25:49","HTML","","",,,,,,2,2.00,1,3,1,"… social network analysis and machine learning techniques [9]. … These studies em‑ ployed social network analysis and … utilizing sentiment analysis and social network analysis [17]. …","https://www.mdpi.com/2079-9292/15/1/162","https://scholar.google.com/scholar?q=related:Qh5I2io5IJ0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"L Lv, J Liu, Q Li, J Li","Optimization of subgraph matching over knowledge graph based on subgraph indexing",2022,"… on Artificial Intelligence and Big Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9820592/","https://scholar.google.com/scholar?cites=6317764714431874526&as_sdt=2005&sciodt=2007&hl=en",67,"2026-07-07 10:25:49","","","",,,,,,2,0.50,1,4,4,"… formation retrieval, social network analysis, etc. In this paper, we investigate the problem of subgraph matching over power grid knowledge graph. Since knowledge graph is a modelled …","","https://scholar.google.com/scholar?q=related:3oU16og1rVcJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
89,"K Qu, KC Li, BTM Wong, MMF Wu, M Liu","A survey of knowledge graph approaches and applications in education",2024,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/13/13/2537","https://scholar.google.com/scholar?cites=13967755492848994963&as_sdt=2005&sciodt=2007&hl=en",68,"2026-07-07 10:25:49","HTML","","",,,,,,89,44.50,18,5,2,"… , and F-measure); comparison experiments; questionnaire surveys on user experience, perception, or satisfaction; tests on student learning performance; and social network analysis, …","https://www.mdpi.com/2079-9292/13/13/2537","https://scholar.google.com/scholar?q=related:k4rGzJ1v18EJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"S Paul, RK Samanta, A Mitra, C Koner","A unified framework for cross-platform dynamic social network analysis and knowledge integration",,"Connecting Intelligence","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003773504-44&type=chapterpdf","",69,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,4,,"… social network analysis. The suggested methodology uses a cross-platform knowledge graph … entities and interactions into a single temporal knowledge graph. The model’s advantages …","","https://scholar.google.com/scholar?q=related:Qn9qgw_tmeIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
4,"A Kalla, R Shailesh, S Preetha…","Scientific knowledge graph creation and analysis",2023,"2023 IEEE 8th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10126238/","https://scholar.google.com/scholar?cites=16716495179300843541&as_sdt=2005&sciodt=2007&hl=en",70,"2026-07-07 10:25:49","","","",,,,,,4,1.33,1,4,3,"… Our product intends to assist academia with their research by implementing Knowledge Graphs for research papers employing social network analysis, computational linguistics, and …","","https://scholar.google.com/scholar?q=related:FbDBO8zr_OcJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"E Cai, B O'Connor","Understanding the effect of knowledge graph extraction error on downstream graph analyses: a case study on affiliation graphs",2025,"Applied Network Science","Springer","https://link.springer.com/article/10.1007/s41109-025-00749-0","https://scholar.google.com/scholar?cites=18438268350698112855&as_sdt=2005&sciodt=2007&hl=en",71,"2026-07-07 10:25:49","HTML","10.1007/s41109-025-00749-0","",,,,,,5,5.00,3,2,1,"Abstract Knowledge graphs (KGs) are useful for analyzing social structures, community dynamics, institutional memberships, and other complex relationships across domains from …","https://link.springer.com/article/10.1007/s41109-025-00749-0","https://scholar.google.com/scholar?q=related:V0ew9F_j4f8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"Y Yang, X Yu, X Zhang, Y Li, L Yan…","Douyin clues forensics analysis using knowledge graph",2022,"… Conference on Digital …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12306/123061J/Douyin-clues-forensics-analysis-using-knowledge-graph/10.1117/12.2641341.short","https://scholar.google.com/scholar?cites=10482673755019733589&as_sdt=2005&sciodt=2007&hl=en",72,"2026-07-07 10:25:49","","10.1117/12.2641341.short","",,,,,,2,0.50,0,6,4,"… rather than in the table, and is also regarded as a high-performance graph engine, which has all the characteristics of a mature database and is very suitable for social network analysis. …","","https://scholar.google.com/scholar?q=related:VepCmD3weZEJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"D Gohourou, K Kuwabara","Building a domain-specific knowledge graph for business networking analysis",2021,"Asian Conference on Intelligent Information …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-73280-6_29","https://scholar.google.com/scholar?cites=9670960985898474441&as_sdt=2005&sciodt=2007&hl=en",73,"2026-07-07 10:25:49","","10.1007/978-3-030-73280-6_29","",,,,,,5,1.00,3,2,5,"… networks give substance for social network analysis. However, … phenomenon, a knowledge graph upon which graph learning … a domain-specific knowledge graph for business analysis. …","","https://scholar.google.com/scholar?q=related:ydsjGccnNoYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
